I0,I1,I2,I3,I4,I5,I6
75770.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
75780.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
75790.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
75800.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
75810.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
75820.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
75830.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
75840.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
75850.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
75860.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
75870.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
75880.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
75890.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
75900.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
75910.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
75920.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
75930.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
75940.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
75950.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
75960.000000,65531.000000,1.000000,-5.000000,65534.000000,0.000000,-2.000000
75970.000000,65530.000000,-1.000000,-6.000000,65534.000000,0.000000,-2.000000
75980.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
75990.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76000.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76010.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76020.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76030.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76040.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76050.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76060.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76070.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76080.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76090.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76100.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76110.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76120.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76130.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76140.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76150.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76160.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76170.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76180.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76190.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76200.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76210.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76220.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76230.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76240.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76250.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76260.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76270.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76280.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76290.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76300.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76310.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76320.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76330.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76340.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76350.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76360.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76370.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76380.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76390.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76400.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76410.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76420.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76430.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76440.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76450.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76460.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76470.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76480.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76490.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76500.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76510.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76520.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76530.000000,65530.000000,0.000000,-6.000000,65534.000000,0.000000,-2.000000
76540.000000,65531.000000,1.000000,-5.000000,65534.000000,0.000000,-2.000000
76550.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
76560.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
76570.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
76580.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
76590.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
