I0,I1,I2,I3,I4,I5,I6,I7,I8
316434.000,0.000,-2.000,0.000,0.000,4.000,374665.000,5.000,792.000
316444.000,0.000,-2.000,0.000,0.000,6.000,374671.000,5.000,792.000
316454.000,0.000,-2.000,0.000,0.000,5.000,374676.000,5.000,720.000
316464.000,0.000,-2.000,0.000,0.000,4.000,374680.000,5.000,792.000
316474.000,0.000,-2.000,0.000,0.000,4.000,374684.000,5.000,792.000
316484.000,0.000,-2.000,0.000,0.000,5.000,374689.000,5.000,792.000
316494.000,0.000,-2.000,0.000,0.000,6.000,374695.000,5.000,792.000
316504.000,0.000,-2.000,0.000,0.000,4.000,374699.000,5.000,720.000
316514.000,0.000,-2.000,0.000,0.000,5.000,374704.000,5.000,792.000
316524.000,0.000,-2.000,0.000,0.000,4.000,374708.000,5.000,792.000
316534.000,0.000,-2.000,0.000,0.000,5.000,374713.000,5.000,792.000
316544.000,0.000,-2.000,0.000,0.000,5.000,374718.000,5.000,792.000
316554.000,0.000,-2.000,0.000,0.000,5.000,374723.000,5.000,792.000
316564.000,0.000,-2.000,0.000,0.000,5.000,374728.000,5.000,792.000
316574.000,0.000,-2.000,0.000,0.000,4.000,374732.000,5.000,792.000
316584.000,0.000,-2.000,0.000,0.000,5.000,374737.000,5.000,792.000
316594.000,0.000,-2.000,0.000,0.000,6.000,374743.000,5.000,792.000
316604.000,0.000,-2.000,0.000,0.000,4.000,374747.000,5.000,720.000
316614.000,0.000,-2.000,0.000,0.000,5.000,374752.000,5.000,792.000
316624.000,0.000,-2.000,0.000,0.000,5.000,374757.000,5.000,792.000
316634.000,0.000,-2.000,0.000,0.000,4.000,374761.000,5.000,792.000
316644.000,0.000,-2.000,0.000,0.000,6.000,374767.000,5.000,792.000
316654.000,0.000,-2.000,0.000,0.000,4.000,374771.000,5.000,720.000
316664.000,0.000,-2.000,0.000,0.000,5.000,374776.000,5.000,792.000
316674.000,0.000,-2.000,0.000,0.000,4.000,374780.000,5.000,792.000
316684.000,0.000,-2.000,0.000,0.000,5.000,374785.000,5.000,792.000
316694.000,0.000,-2.000,0.000,0.000,5.000,374790.000,5.000,792.000
316704.000,0.000,-2.000,0.000,0.000,5.000,374795.000,5.000,792.000
316714.000,0.000,-2.000,0.000,0.000,5.000,374800.000,5.000,792.000
316724.000,0.000,-2.000,0.000,0.000,5.000,374805.000,5.000,792.000
316734.000,0.000,-2.000,0.000,0.000,4.000,374809.000,5.000,792.000
316744.000,0.000,-2.000,0.000,0.000,6.000,374815.000,5.000,792.000
316754.000,0.000,-2.000,0.000,0.000,4.000,374819.000,5.000,720.000
316764.000,0.000,-2.000,0.000,0.000,5.000,374824.000,5.000,792.000
316774.000,0.000,-2.000,0.000,0.000,4.000,374828.000,5.000,792.000
316784.000,0.000,-2.000,0.000,0.000,5.000,374833.000,5.000,792.000
316794.000,0.000,-2.000,0.000,0.000,6.000,374839.000,5.000,792.000
316804.000,0.000,-2.000,0.000,0.000,4.000,374843.000,5.000,720.000
316814.000,0.000,-2.000,0.000,0.000,5.000,374848.000,5.000,792.000
316824.000,0.000,-2.000,0.000,0.000,5.000,374853.000,5.000,792.000
316834.000,0.000,-2.000,0.000,0.000,4.000,374857.000,5.000,792.000
316844.000,0.000,-2.000,0.000,0.000,5.000,374862.000,5.000,792.000
316854.000,0.000,-2.000,0.000,0.000,5.000,374867.000,5.000,792.000
316864.000,0.000,-2.000,0.000,0.000,5.000,374872.000,5.000,792.000
316874.000,0.000,-2.000,0.000,0.000,4.000,374876.000,5.000,792.000
316884.000,0.000,-2.000,0.000,0.000,5.000,374881.000,5.000,792.000
316894.000,0.000,-2.000,0.000,0.000,6.000,374887.000,5.000,792.000
316904.000,0.000,-2.000,0.000,0.000,4.000,374891.000,5.000,720.000
316914.000,0.000,-2.000,0.000,0.000,5.000,374896.000,5.000,792.000
316924.000,0.000,-2.000,0.000,0.000,5.000,374901.000,5.000,792.000
316934.000,0.000,-2.000,0.000,0.000,4.000,374905.000,5.000,792.000
316944.000,0.000,-2.000,0.000,0.000,5.000,374910.000,5.000,792.000
316954.000,0.000,-2.000,0.000,0.000,5.000,374915.000,5.000,792.000
316964.000,0.000,-2.000,0.000,0.000,5.000,374920.000,5.000,792.000
316974.000,0.000,-2.000,0.000,0.000,4.000,374924.000,5.000,792.000
316984.000,0.000,-2.000,0.000,0.000,5.000,374929.000,5.000,792.000
316994.000,0.000,-2.000,0.000,0.000,6.000,374935.000,5.000,792.000
317004.000,0.000,-2.000,0.000,0.000,4.000,374939.000,5.000,720.000
317014.000,0.000,-2.000,0.000,0.000,5.000,374944.000,5.000,792.000
317024.000,0.000,-2.000,0.000,0.000,5.000,374949.000,5.000,792.000
317034.000,0.000,-2.000,0.000,0.000,4.000,374953.000,5.000,792.000
317044.000,0.000,-2.000,0.000,0.000,6.000,374959.000,5.000,792.000
317054.000,0.000,-2.000,0.000,0.000,4.000,374963.000,5.000,720.000
317064.000,0.000,-2.000,0.000,0.000,5.000,374968.000,5.000,792.000
317074.000,0.000,-2.000,0.000,0.000,4.000,374972.000,5.000,792.000
317084.000,0.000,-2.000,0.000,0.000,5.000,374977.000,5.000,792.000
317094.000,0.000,-2.000,0.000,0.000,5.000,374982.000,5.000,792.000
317104.000,0.000,-2.000,0.000,0.000,5.000,374987.000,5.000,792.000
317114.000,0.000,-2.000,0.000,0.000,5.000,374992.000,5.000,792.000
317124.000,0.000,-2.000,0.000,0.000,4.000,374996.000,5.000,792.000
317134.000,0.000,-2.000,0.000,0.000,5.000,375001.000,5.000,792.000
317144.000,0.000,-2.000,0.000,0.000,5.000,375006.000,5.000,792.000
317154.000,0.000,-2.000,0.000,0.000,5.000,375011.000,5.000,792.000
317164.000,0.000,-2.000,0.000,0.000,5.000,375016.000,5.000,792.000
317174.000,0.000,-2.000,0.000,0.000,4.000,375020.000,5.000,792.000
317184.000,0.000,-2.000,0.000,0.000,5.000,375025.000,5.000,792.000
317194.000,0.000,-2.000,0.000,0.000,6.000,375031.000,5.000,792.000
317204.000,0.000,-2.000,0.000,0.000,4.000,375035.000,5.000,720.000
317214.000,0.000,-2.000,0.000,0.000,5.000,375040.000,5.000,792.000
317224.000,0.000,-2.000,0.000,0.000,5.000,375045.000,5.000,792.000
317234.000,0.000,-2.000,0.000,0.000,4.000,375049.000,5.000,792.000
317244.000,0.000,-2.000,0.000,0.000,6.000,375055.000,5.000,792.000
317254.000,0.000,-2.000,0.000,0.000,4.000,375059.000,5.000,720.000
317264.000,0.000,-2.000,0.000,0.000,5.000,375064.000,5.000,792.000
317274.000,0.000,-2.000,0.000,0.000,4.000,375068.000,5.000,792.000
317284.000,0.000,-2.000,0.000,0.000,5.000,375073.000,5.000,792.000
317294.000,0.000,-2.000,0.000,0.000,5.000,375078.000,5.000,792.000
317304.000,0.000,-2.000,0.000,0.000,5.000,375083.000,5.000,792.000
317314.000,0.000,-2.000,0.000,0.000,5.000,375088.000,5.000,792.000
317324.000,0.000,-2.000,0.000,0.000,5.000,375093.000,5.000,792.000
317334.000,0.000,-2.000,0.000,0.000,4.000,375097.000,5.000,792.000
317344.000,0.000,-2.000,0.000,0.000,6.000,375103.000,5.000,792.000
317354.000,0.000,-2.000,0.000,0.000,4.000,375107.000,5.000,720.000
317364.000,0.000,-2.000,0.000,0.000,5.000,375112.000,5.000,792.000
317374.000,0.000,-2.000,0.000,0.000,4.000,375116.000,5.000,792.000
317384.000,0.000,-2.000,0.000,0.000,5.000,375121.000,5.000,792.000
317394.000,0.000,-2.000,0.000,0.000,5.000,375126.000,5.000,792.000
317404.000,0.000,-2.000,0.000,0.000,5.000,375131.000,5.000,792.000
317414.000,0.000,-2.000,0.000,0.000,5.000,375136.000,5.000,792.000
317424.000,0.000,-2.000,0.000,0.000,4.000,375140.000,5.000,792.000
317434.000,0.000,-2.000,0.000,0.000,5.000,375145.000,5.000,792.000
317444.000,0.000,-2.000,0.000,0.000,6.000,375151.000,5.000,792.000
317454.000,0.000,-2.000,0.000,0.000,4.000,375155.000,5.000,720.000
317464.000,0.000,-2.000,0.000,0.000,5.000,375160.000,5.000,792.000
317474.000,0.000,-2.000,0.000,0.000,4.000,375164.000,5.000,792.000
317484.000,0.000,-2.000,0.000,0.000,5.000,375169.000,5.000,792.000
317494.000,0.000,-2.000,0.000,0.000,5.000,375174.000,5.000,792.000
317504.000,0.000,-2.000,0.000,0.000,5.000,375179.000,5.000,792.000
317514.000,0.000,-2.000,0.000,0.000,5.000,375184.000,5.000,792.000
317524.000,0.000,-2.000,0.000,0.000,5.000,375189.000,5.000,792.000
317534.000,0.000,-2.000,0.000,0.000,4.000,375193.000,5.000,792.000
317544.000,0.000,-2.000,0.000,0.000,5.000,375198.000,5.000,792.000
317554.000,0.000,-2.000,0.000,0.000,5.000,375203.000,5.000,792.000
317564.000,0.000,-2.000,0.000,0.000,5.000,375208.000,5.000,792.000
317574.000,0.000,-2.000,0.000,0.000,4.000,375212.000,5.000,792.000
317584.000,0.000,-2.000,0.000,0.000,5.000,375217.000,5.000,792.000
317594.000,0.000,-2.000,0.000,0.000,5.000,375222.000,5.000,792.000
317604.000,0.000,-2.000,0.000,0.000,5.000,375227.000,5.000,792.000
317614.000,0.000,-2.000,0.000,0.000,5.000,375232.000,5.000,792.000
317624.000,0.000,-2.000,0.000,0.000,5.000,375237.000,5.000,792.000
317634.000,0.000,-2.000,0.000,0.000,4.000,375241.000,5.000,792.000
317644.000,0.000,-2.000,0.000,0.000,6.000,375247.000,5.000,792.000
317654.000,0.000,-2.000,0.000,0.000,4.000,375251.000,5.000,720.000
317664.000,0.000,-2.000,0.000,0.000,5.000,375256.000,5.000,792.000
317674.000,0.000,-2.000,0.000,0.000,4.000,375260.000,5.000,792.000
317684.000,0.000,-2.000,0.000,0.000,5.000,375265.000,5.000,792.000
317694.000,0.000,-2.000,0.000,0.000,5.000,375270.000,5.000,792.000
317704.000,0.000,-2.000,0.000,0.000,5.000,375275.000,5.000,792.000
317714.000,0.000,-2.000,0.000,0.000,4.000,375279.000,5.000,792.000
317724.000,0.000,-2.000,0.000,0.000,5.000,375284.000,5.000,792.000
317734.000,0.000,-2.000,0.000,0.000,5.000,375289.000,5.000,792.000
317744.000,0.000,-2.000,0.000,0.000,5.000,375294.000,5.000,792.000
317754.000,0.000,-2.000,0.000,0.000,5.000,375299.000,5.000,792.000
317764.000,0.000,-2.000,0.000,0.000,5.000,375304.000,5.000,792.000
317774.000,0.000,-2.000,0.000,0.000,4.000,375308.000,5.000,792.000
317784.000,0.000,-2.000,0.000,0.000,5.000,375313.000,5.000,792.000
317794.000,0.000,-2.000,0.000,0.000,6.000,375319.000,5.000,792.000
317804.000,0.000,-2.000,0.000,0.000,4.000,375323.000,5.000,720.000
317814.000,0.000,-2.000,0.000,0.000,5.000,375328.000,5.000,792.000
317824.000,0.000,-2.000,0.000,0.000,4.000,375332.000,5.000,792.000
317834.000,0.000,-2.000,0.000,0.000,5.000,375337.000,5.000,792.000
317844.000,0.000,-2.000,0.000,0.000,5.000,375342.000,5.000,792.000
317854.000,0.000,-2.000,0.000,0.000,5.000,375347.000,5.000,792.000
317864.000,0.000,-2.000,0.000,0.000,4.000,375351.000,5.000,792.000
317874.000,0.000,-2.000,0.000,0.000,5.000,375356.000,5.000,792.000
317884.000,0.000,-2.000,0.000,0.000,5.000,375361.000,5.000,792.000
317894.000,0.000,-2.000,0.000,0.000,5.000,375366.000,5.000,792.000
317904.000,0.000,-2.000,0.000,0.000,5.000,375371.000,5.000,792.000
317914.000,0.000,-2.000,0.000,0.000,5.000,375376.000,5.000,792.000
317924.000,0.000,-2.000,0.000,0.000,4.000,375380.000,5.000,792.000
317934.000,0.000,-2.000,0.000,0.000,5.000,375385.000,5.000,792.000
317944.000,0.000,-2.000,0.000,0.000,5.000,375390.000,5.000,792.000
317954.000,0.000,-2.000,0.000,0.000,5.000,375395.000,5.000,792.000
317964.000,0.000,-2.000,0.000,0.000,5.000,375400.000,5.000,792.000
